top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,ImageId,in_treatment,bound_size,bounding_box_score
386,564,995,507,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),16,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,42.5092532416303
393,556,976,538,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1Y0ABOUJUMCWW,Submitted,0% (0/0),0% (0/0),0% (0/0),32,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,18.3130525960146
393,557,974,537,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3OYVZSC9CXE5L,Submitted,0% (0/0),0% (0/0),0% (0/0),28,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,17.8564549719559
386,564,979,537,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),340,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,10.1427202291107
394,552,977,539,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2G5GGLXD2KSZS,Submitted,0% (0/0),0% (0/0),0% (0/0),33,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,22.7843217887881
378,560,980,532,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),8,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,6.1255112481938
375,560,987,523,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),230,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,19.9556342234018
389,556,982,538,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2FZ88OU42EFC8,Submitted,0% (0/0),0% (0/0),0% (0/0),47,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,13.1475095509683
385,560,978,532,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3JVT6LSQTTKVS,Submitted,0% (0/0),0% (0/0),0% (0/0),62,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,8.07791745887705
389,558,979,538,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),269,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,12.1524970511664
386,552,984,547,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A37WQHTSP4WWK3,Submitted,0% (0/0),0% (0/0),0% (0/0),180,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,20.2063236388437
385,565,989,530,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A255Z4TRTBZLKV,Submitted,0% (0/0),0% (0/0),0% (0/0),11,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,15.4589022254465
392,558,979,543,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3AFGG80UCEYNA,Submitted,0% (0/0),0% (0/0),0% (0/0),75,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,19.7226595060045
387,561,980,536,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMO9QDNF1R150,Submitted,0% (0/0),0% (0/0),0% (0/0),13,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,7.74549501000815
364,572,981,550,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),79,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,36.3807117216106
395,561,983,531,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),23,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,18.0033045680207
371,563,992,527,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AWITQJV4D1QA4,Submitted,0% (0/0),0% (0/0),0% (0/0),59,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,22.8758940004271
398,560,977,534,3EGKVCRQGZAT7LR1WYR3FJ00Y9GBY4,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2H75L5IY3FR41,Submitted,0% (0/0),0% (0/0),0% (0/0),126,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/108eeb6df9f6b036.jpg,1,80088.976388096,18.3644241100581
336,506,668,290,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),596,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,18.8863390695563
0,347,932,928,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AG4R08059MUPR,Submitted,0% (0/0),0% (0/0),0% (0/0),49,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,1071.38633534275
338,494,672,284,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AG4R08059MUPR,Submitted,0% (0/0),0% (0/0),0% (0/0),49,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,31.5715780271287
305,522,691,288,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMMUQ5FYIZ1GQ,Submitted,0% (0/0),0% (0/0),0% (0/0),288,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,63.1607015414782
334,509,680,284,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),8,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,35.6653576830242
337,507,667,288,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A16VLS2Z2GYR29,Submitted,0% (0/0),0% (0/0),0% (0/0),54,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,19.7945678270005
343,512,683,288,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMO9QDNF1R150,Submitted,0% (0/0),0% (0/0),0% (0/0),20,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,35.0683580570947
342,485,672,287,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1ZJL7Q3MPFYJB,Submitted,0% (0/0),0% (0/0),0% (0/0),89,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,36.9670265701821
344,506,669,297,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3DB4V3R2RXTKU,Submitted,0% (0/0),0% (0/0),0% (0/0),150,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,16.1994988584809
343,472,666,289,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AFDUTS29O99VG,Submitted,0% (0/0),0% (0/0),0% (0/0),806,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,46.181442889121
325,513,668,297,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),322,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,23.3719468630219
339,499,667,294,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A30N5H4N4C22N8,Submitted,0% (0/0),0% (0/0),0% (0/0),35,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,17.181826699338
327,508,666,279,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),205,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,38.682657869285
338,504,665,289,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2KFVSJQGOHZN8,Submitted,0% (0/0),0% (0/0),0% (0/0),654,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,20.7779736005943
339,503,663,293,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,ABBMKMTKDC065,Submitted,0% (0/0),0% (0/0),0% (0/0),29,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,19.4574334217957
337,493,673,290,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),124,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,28.5972954697809
339,502,665,294,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1O4AAQX2KCD3N,Submitted,0% (0/0),0% (0/0),0% (0/0),23,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,17.090091140722
311,520,669,298,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),18,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,40.9787390234712
323,504,671,293,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2H75L5IY3FR41,Submitted,0% (0/0),0% (0/0),0% (0/0),231,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,29.8508495243958
352,506,658,288,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3AFGG80UCEYNA,Submitted,0% (0/0),0% (0/0),0% (0/0),141,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,35.7310560285549
308,508,686,247,3W0XM68Y0SDXAIKSQMXN0Z8GEIGK1Z,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),18,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10a170e703878553.jpg,1,61475.53327872,94.8034677397904
401,476,432,324,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A359WCYOJEO9IG,Submitted,0% (0/0),0% (0/0),0% (0/0),13,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,14.8528970474438
402,482,445,313,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),6,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,39.9233693198817
413,475,440,320,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),15,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,30.9309619575018
404,477,433,323,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,ABBMKMTKDC065,Submitted,0% (0/0),0% (0/0),0% (0/0),26,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,18.5707685527829
414,478,436,323,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1ZRK6K5JUPJAV,Submitted,0% (0/0),0% (0/0),0% (0/0),18,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,28.6018325541653
397,474,434,323,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),400,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,15.8390848865581
406,485,440,327,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),163,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,31.6649997334658
378,476,430,321,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),263,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,29.6555925502295
417,479,432,324,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A37WQHTSP4WWK3,Submitted,0% (0/0),0% (0/0),0% (0/0),797,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,29.5853586243008
380,478,433,324,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1Y0ABOUJUMCWW,Submitted,0% (0/0),0% (0/0),0% (0/0),45,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,28.2092690119264
377,481,443,318,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AEDNG2VYAA8NX,Submitted,0% (0/0),0% (0/0),0% (0/0),6,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,42.4761053380533
403,476,432,324,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1O4AAQX2KCD3N,Submitted,0% (0/0),0% (0/0),0% (0/0),53,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,15.7719442029143
380,477,434,323,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),611,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,28.4566466854389
399,479,433,325,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2H75L5IY3FR41,Submitted,0% (0/0),0% (0/0),0% (0/0),301,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,17.3989610109092
419,472,432,325,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3NBJ2WSWYJPWY,Submitted,0% (0/0),0% (0/0),0% (0/0),26,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,25.8276194928137
370,480,449,312,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,APSKPVAHS522W,Submitted,0% (0/0),0% (0/0),0% (0/0),172,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,55.961411240903
404,477,432,325,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AOMFEAWQHU3D8,Submitted,0% (0/0),0% (0/0),0% (0/0),30,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,16.6031795357386
390,460,409,309,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),99,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,39.5150219515745
374,485,444,314,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),99,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,51.0636556553698
399,476,436,321,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A255Z4TRTBZLKV,Submitted,0% (0/0),0% (0/0),0% (0/0),29,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,20.5874015121696
413,480,436,322,3IKMEYR0MZD4Z32O9QX15IIL6OUK2G,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AZIAQJWXTSFUX,Submitted,0% (0/0),0% (0/0),0% (0/0),20,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/10e57672e496cc18.jpg,1,7014.07488,30.0084940462976
424,584,563,132,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),57,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,30.1094510510066
424,583,547,141,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),323,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.45347700815767
427,579,543,146,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1ULHXPHPJRQVZ,Submitted,0% (0/0),0% (0/0),0% (0/0),20,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.73104435053479
422,584,554,142,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),55,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,12.8651635042865
425,585,545,150,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3OYVZSC9CXE5L,Submitted,0% (0/0),0% (0/0),0% (0/0),22,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.81457461037155
426,581,546,145,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A30N5H4N4C22N8,Submitted,0% (0/0),0% (0/0),0% (0/0),27,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.05859463325295
423,593,554,132,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2D71F0L4OOTPK,Submitted,0% (0/0),0% (0/0),0% (0/0),1489,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,25.9374797709767
421,580,551,141,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,APSKPVAHS522W,Submitted,0% (0/0),0% (0/0),0% (0/0),381,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,9.59516405048829
409,588,556,144,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),212,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,25.8454020368061
423,581,550,138,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMO9QDNF1R150,Submitted,0% (0/0),0% (0/0),0% (0/0),15,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.8124856716914
415,580,545,142,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2H75L5IY3FR41,Submitted,0% (0/0),0% (0/0),0% (0/0),254,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.6952729499824
420,585,550,142,3BFF0DJK90UW7L99XEQZXRILNVKTSY,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2KFVSJQGOHZN8,Submitted,0% (0/0),0% (0/0),0% (0/0),12,1,1,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.9128978352121
