top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,cellphone,tablet,smalllaptop,midsize,largescreen,notsure,q01.didbf,q02.monitor,q03.mousetrackpad,q04.age,q05.income,q06.edu,ImageId,in_treatment,bound_size,bounding_box_score
,,,,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A6YCL762M6N74,Submitted,0% (0/0),0% (0/0),0% (0/0),363,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,
398,579,550,143,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1FEQPNF3GMLG8,Submitted,0% (0/0),0% (0/0),0% (0/0),83,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,gt60klt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,28.578885407122
429,576,555,148,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3BIRWA8ZHZQSL,Submitted,0% (0/0),0% (0/0),0% (0/0),512,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,18.3247212294676
428,579,544,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1G10UPKNT2YEX,Submitted,0% (0/0),0% (0/0),0% (0/0),1540,0,0,0,0,1,0,yes,largescreen,mouse,21to30,gt60klt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.63730255402744
421,579,543,142,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A25WGTFYA70QGZ,Submitted,0% (0/0),0% (0/0),0% (0/0),113,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.83760033667025
423,586,542,138,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3KOWY3F88WP94,Submitted,0% (0/0),0% (0/0),0% (0/0),296,0,0,0,1,0,0,no,midsize,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.1530957469963
430,578,544,148,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AOQIN4AGBL85L,Submitted,0% (0/0),0% (0/0),0% (0/0),1428,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.5593965081993
425,577,527,148,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3ABJN1IL7UCZ8,Submitted,0% (0/0),0% (0/0),0% (0/0),62,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,23.7944626451384
429,580,541,141,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2MDORDGPI3WKR,Submitted,0% (0/0),0% (0/0),0% (0/0),88,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.74774919523474
422,585,550,133,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,ASBVFTDEA883R,Submitted,0% (0/0),0% (0/0),0% (0/0),328,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,16.8263650178467
427,572,547,148,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AX1TWZNM2XLYO,Submitted,0% (0/0),0% (0/0),0% (0/0),210,0,0,0,1,0,0,no,midsize,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.942704640126
414,590,551,134,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3BHKF9NJKCXPB,Submitted,0% (0/0),0% (0/0),0% (0/0),514,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,24.8361193384996
429,582,543,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AXBFJUI5IFJX2,Submitted,0% (0/0),0% (0/0),0% (0/0),187,0,0,0,1,0,0,yes,midsize,mouse,21to30,10ktolt30k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.18292399176757
365,657,600,27,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3DDWZOH9DPSP9,Submitted,0% (0/0),0% (0/0),0% (0/0),169,1,0,0,0,0,0,yes,cellphone,mouse,4150,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,219.886435984557
371,611,553,130,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A31Y7PAMZO5GVZ,Submitted,0% (0/0),0% (0/0),0% (0/0),330,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,86.4956503274376
407,586,553,151,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1AWR7C38PW42P,Submitted,0% (0/0),0% (0/0),0% (0/0),172,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,28.0750772357309
423,576,547,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1BAT5O7WVAFPW,Submitted,0% (0/0),0% (0/0),0% (0/0),201,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.82521393417684
427,572,540,152,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2GXKPQB64DZC1,Submitted,0% (0/0),0% (0/0),0% (0/0),223,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,18.0013206016344
430,580,544,148,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A9LXSGXZM4IJE,Submitted,0% (0/0),0% (0/0),0% (0/0),499,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.7805723701168
423,578,547,146,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1VXOAO2A1F74I,Submitted,0% (0/0),0% (0/0),0% (0/0),2017,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.55932128825934
430,580,543,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2UHK8HUXXMSVM,Submitted,0% (0/0),0% (0/0),0% (0/0),1002,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.14092961484138
425,582,547,141,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AAQGL7BD4ADZF,Submitted,0% (0/0),0% (0/0),0% (0/0),625,0,0,1,0,0,0,no,smalllaptop,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,5.12624618995228
427,580,545,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AKC5R24V6ZBRP,Submitted,0% (0/0),0% (0/0),0% (0/0),46,0,0,0,0,1,0,yes,largescreen,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.94235594745027
398,604,578,124,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A10NBQP7W50X1I,Submitted,0% (0/0),0% (0/0),0% (0/0),172,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,72.3586931597812
375,382,105,77,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A10NBQP7W50X1I,Submitted,0% (0/0),0% (0/0),0% (0/0),172,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,652.135067775022
,,,,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AZ6VY1EDA2WF,Submitted,0% (0/0),0% (0/0),0% (0/0),43,0,0,1,0,0,0,yes,smalllaptop,mouse,31to40,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,
427,590,555,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2X8VQ62EQADWD,Submitted,0% (0/0),0% (0/0),0% (0/0),203,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,19.933822065491
424,582,541,148,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1R7JSHFIWADMO,Submitted,0% (0/0),0% (0/0),0% (0/0),270,0,0,1,0,0,0,no,smalllaptop,trackpad,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.3865355787142
425,582,544,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3KB2DY7SADI3Z,Submitted,0% (0/0),0% (0/0),0% (0/0),319,0,0,0,1,0,0,yes,midsize,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,3.10809891893932
374,433,405,387,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3R4SD33QQVAJX,Submitted,0% (0/0),0% (0/0),0% (0/0),273,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,433.390911229851
357,620,562,113,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3R4SD33QQVAJX,Submitted,0% (0/0),0% (0/0),0% (0/0),273,0,0,0,1,0,0,no,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,118.636473967977
426,579,544,143,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A25OEVVN0293PO,Submitted,0% (0/0),0% (0/0),0% (0/0),758,0,0,0,0,1,0,yes,largescreen,mouse,21to30,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,4.13204648708595
428,581,544,141,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2CA5NH50MKUPY,Submitted,0% (0/0),0% (0/0),0% (0/0),289,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.4108764483751
414,627,589,123,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A20TVQ2ZM7QWIP,Submitted,0% (0/0),0% (0/0),0% (0/0),151,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,95.7775441013317
426,578,539,146,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A23PA819AQYEV5,Submitted,0% (0/0),0% (0/0),0% (0/0),1361,0,0,0,1,0,0,yes,midsize,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,9.98031049169471
409,586,547,142,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A210WH51UY4KF1,Submitted,0% (0/0),0% (0/0),0% (0/0),466,0,0,0,0,1,0,yes,largescreen,mouse,21to30,gt60klt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,20.3661783972998
425,590,546,140,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1TQ7UQSSQP7BD,Submitted,0% (0/0),0% (0/0),0% (0/0),276,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,11.294823456301
430,580,543,145,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2NAP4UHM4ALG,Submitted,0% (0/0),0% (0/0),0% (0/0),271,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,8.14092961484138
425,577,544,147,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A154J6S2Z9BOKF,Submitted,0% (0/0),0% (0/0),0% (0/0),260,0,0,0,1,0,0,yes,midsize,trackpad,31to40,gt30klt60k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,6.59555569942892
410,595,570,132,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3AJE1ORZMFDON,Submitted,0% (0/0),0% (0/0),0% (0/0),172,0,0,0,1,0,0,no,midsize,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,46.9968657553009
429,577,546,140,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2WEEHSZ6LRPIQ,Submitted,0% (0/0),0% (0/0),0% (0/0),368,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,10.4056048352273
,,,,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A225Z9CLP61ZJN,Submitted,0% (0/0),0% (0/0),0% (0/0),173,0,0,1,0,0,0,yes,smalllaptop,mouse,over50,gt30klt60k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,
420,578,546,144,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3KYQT21GQY4X0,Submitted,0% (0/0),0% (0/0),0% (0/0),684,1,0,0,0,0,0,yes,cellphone,noans,21to30,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,7.29238582768954
416,585,543,140,335HHSX8DGN00NZW0UELO9TXB0VHD2,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3GNCNYVIN64OO,Submitted,0% (0/0),0% (0/0),0% (0/0),544,0,0,1,0,0,0,yes,smalllaptop,mouse,21to30,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,1,63188.63825472,13.3903149321817
417,584,545,143,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2XPQIZXKOG0GZ,Submitted,0% (0/0),0% (0/0),0% (0/0),211,0,0,0,1,0,0,yes,midsize,mouse,31to40,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.0307738247724
423,579,544,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A24JKHC4HTY6CD,Submitted,0% (0/0),0% (0/0),0% (0/0),3088,0,0,1,0,0,0,yes,smalllaptop,mouse,31to40,10ktolt30k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.7736918720248
430,580,543,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3HL2LL0LEPZT8,Submitted,0% (0/0),0% (0/0),0% (0/0),141,0,0,0,0,1,0,yes,largescreen,mouse,31to40,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.14092961484138
424,582,544,138,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3GRDYAGMTAU02,Submitted,0% (0/0),0% (0/0),0% (0/0),483,0,0,0,0,1,0,yes,largescreen,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.0924856716914
427,579,545,142,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2D4RMKLUQ6RZA,Submitted,0% (0/0),0% (0/0),0% (0/0),104,0,0,0,0,1,0,yes,largescreen,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.44011742813637
416,607,545,147,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3L256FXVQ1FYU,Submitted,0% (0/0),0% (0/0),0% (0/0),3538,0,0,0,1,0,0,yes,midsize,mouse,21to30,gt60klt90k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,34.2616594711595
426,580,537,141,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3A8E4564QKBKK,Submitted,0% (0/0),0% (0/0),0% (0/0),3051,0,0,1,0,0,0,dontknow,smalllaptop,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.4605657190159
384,609,578,103,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A9OOV3976AFYF,Submitted,0% (0/0),0% (0/0),0% (0/0),46,0,0,0,1,0,0,no,midsize,mouse,21to30,gt90k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,101.20698656455
427,582,547,141,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2MFSST9V7IDPG,Submitted,0% (0/0),0% (0/0),0% (0/0),128,0,0,0,0,1,0,dontknow,largescreen,mouse,4150,gt60klt90k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.38013763516328
423,575,550,134,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AU9JYEK6R5W8E,Submitted,0% (0/0),0% (0/0),0% (0/0),138,0,0,1,0,0,0,yes,smalllaptop,mouse,lt21,gt30klt60k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.5704711007159
426,580,544,147,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AMD5AS2ZWVTTK,Submitted,0% (0/0),0% (0/0),0% (0/0),805,0,0,0,0,1,0,yes,largescreen,mouse,21to30,gt60klt90k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.87476899571434
422,585,551,136,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AGPY4KLCEGL4,Submitted,0% (0/0),0% (0/0),0% (0/0),156,0,0,0,1,0,0,yes,midsize,mouse,31to40,lt10k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.0437829942541
427,580,543,140,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1SNX9NBRRIVON,Submitted,0% (0/0),0% (0/0),0% (0/0),74,0,0,1,0,0,0,yes,smalllaptop,mouse,31to40,gt30klt60k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.92465828175418
426,586,549,149,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A3ANK6HMVAUNQP,Submitted,0% (0/0),0% (0/0),0% (0/0),154,0,0,0,1,0,0,yes,midsize,mouse,21to30,10ktolt30k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.3340466276124
425,580,544,145,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,AYAX67BQELR2N,Submitted,0% (0/0),0% (0/0),0% (0/0),231,0,0,0,1,0,0,yes,midsize,mouse,21to30,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.10809891893932
427,580,553,158,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A1OITMG5W26YSJ,Submitted,0% (0/0),0% (0/0),0% (0/0),3547,0,0,1,0,0,0,dontknow,smalllaptop,mouse,21to30,gt30klt60k,masterorabove,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,23.5560950219599
427,582,546,139,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A32NFF6EM31R8P,Submitted,0% (0/0),0% (0/0),0% (0/0),78,0,0,0,0,1,0,yes,largescreen,mouse,over50,10ktolt30k,somecollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.76708223902861
430,572,541,143,3RTFSSG7UBO1VPID8AY98PBPZZ5LWL,3VMQHMXNFYY535P7V0MRNN4HN3BPRU,$0.20,3600,A2SUNZSXWURLCA,Submitted,0% (0/0),0% (0/0),0% (0/0),130,0,0,0,0,1,0,yes,largescreen,mouse,21to30,lt10k,fouryearcollege,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.0250030472329
