top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,experiment_no,is_pilot,didbf,monitor,mousetrackpad,age,income,edu,is_mobile,is_cellphone,mousetrackpad2,ImageId,in_treatment,bound_size,bounding_box_score
442,450,402,385,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,418.636461307823
459,545,432,422,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,398.908360650966
467,544,446,431,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,397.615010493507
481,544,465,447,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,403.822362369016
482,548,481,464,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,408.438568521126
486,548,497,478,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,414.452503983959
493,555,515,493,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,425.702177415526
499,557,528,514,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,448.239978251269
506,566,540,518,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,457.071341158612
522,555,546,528,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,483.527178543961
543,568,526,421,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,398.395210057292
561,572,493,432,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,435.189601212643
541,577,421,387,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,413.895773993115
540,579,389,358,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,408.762196226592
539,567,360,235,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2A26PQIJST09Q,Submitted,0% (0/0),0% (0/0),0% (0/0),1909,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,310.227783451185
426,582,543,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2I32PKDDJI2UB,Submitted,0% (0/0),0% (0/0),0% (0/0),137,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.40947410382735
410,582,552,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1M328MGAJZTIU,Submitted,0% (0/0),0% (0/0),0% (0/0),37,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.7375837670262
364,385,138,124,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1M328MGAJZTIU,Submitted,0% (0/0),0% (0/0),0% (0/0),37,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,607.996511922044
427,581,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AKR6P7U7NYVTN,Submitted,0% (0/0),0% (0/0),0% (0/0),236,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.05900570341728
427,441,130,101,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1C3YESCRL5OF3,Submitted,0% (0/0),0% (0/0),0% (0/0),142,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,560.91899545222
427,584,540,139,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1C3YESCRL5OF3,Submitted,0% (0/0),0% (0/0),0% (0/0),142,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.8177693759218
418,603,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1YKYHR21SH7LV,Submitted,0% (0/0),0% (0/0),0% (0/0),34,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,28.2811390486982
427,577,537,154,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A7Q8QELSVUV4A,Submitted,0% (0/0),0% (0/0),0% (0/0),51,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,19.5749387069197
426,579,544,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AFP18QC66FPKW,Submitted,0% (0/0),0% (0/0),0% (0/0),68,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.41194340686257
426,585,546,141,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AS398EK5DE396,Submitted,0% (0/0),0% (0/0),0% (0/0),60,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.06290297788299
432,577,541,149,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A278RU5XTH310E,Submitted,0% (0/0),0% (0/0),0% (0/0),95,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.7036238007363
423,580,548,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A17CVICMM5210J,Submitted,0% (0/0),0% (0/0),0% (0/0),163,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.19372840601764
425,579,544,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A644QETJZ7LTB,Submitted,0% (0/0),0% (0/0),0% (0/0),95,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.60586039962542
426,581,544,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AX8RDFKYAO9BX,Submitted,0% (0/0),0% (0/0),0% (0/0),91,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.73990475974505
427,580,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2LX4PAS6LLYEO,Submitted,0% (0/0),0% (0/0),0% (0/0),129,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.98834028377292
430,579,545,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1GTFOKBXYQIO8,Submitted,0% (0/0),0% (0/0),0% (0/0),298,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.04293202479762
418,582,547,151,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A123JYV8EGIHA6,Submitted,0% (0/0),0% (0/0),0% (0/0),176,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.1526162054549
427,579,544,152,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A224QB67ATYB97,Submitted,0% (0/0),0% (0/0),0% (0/0),66,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,11.9359681025358
427,578,540,152,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AXTFSJDN2YLO5,Submitted,0% (0/0),0% (0/0),0% (0/0),62,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.6713752426965
426,581,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A7TYWUTCVPCD6,Submitted,0% (0/0),0% (0/0),0% (0/0),158,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.73990475974505
391,610,566,119,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2S54MTAZWS3IZ,Submitted,0% (0/0),0% (0/0),0% (0/0),48,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,77.1832632383644
,,,,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A3EXFIB2XTP9GL,Submitted,0% (0/0),0% (0/0),0% (0/0),19,7,0,,,,,,,,,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,
423,583,544,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A38XMVDS8CYCI0,Submitted,0% (0/0),0% (0/0),0% (0/0),82,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.60586039962542
356,596,580,109,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A224650AUQYEF3,Submitted,0% (0/0),0% (0/0),0% (0/0),31,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,114.135635612607
430,592,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ASEEIWMSZL3X5,Submitted,0% (0/0),0% (0/0),0% (0/0),58,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.0526392436195
429,581,545,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AFO9MCOXXSYY7,Submitted,0% (0/0),0% (0/0),0% (0/0),59,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.65294324723509
429,581,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1FG2G9TZSDN,Submitted,0% (0/0),0% (0/0),0% (0/0),109,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.68079358831522
433,579,543,147,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2DDXYTEVDV5F5,Submitted,0% (0/0),0% (0/0),0% (0/0),99,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.3014657859768
426,583,549,142,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AKIKWHBBCL3P3,Submitted,0% (0/0),0% (0/0),0% (0/0),135,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.21542692133644
431,586,546,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A345TDMHP3DQ3G,Submitted,0% (0/0),0% (0/0),0% (0/0),56,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.1716841357854
425,580,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A17PWZJA2IW8LM,Submitted,0% (0/0),0% (0/0),0% (0/0),202,7,0,,,touchscreen,,,,TRUE,TRUE,,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.37453153274492
423,581,544,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AN3XIICJXO4GT,Submitted,0% (0/0),0% (0/0),0% (0/0),87,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1.82726576637245
426,588,546,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AOVC4HDUJ24LQ,Submitted,0% (0/0),0% (0/0),0% (0/0),55,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.89987794562658
432,586,547,147,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2JYM6AT00IQMP,Submitted,0% (0/0),0% (0/0),0% (0/0),90,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.5254653865655
425,581,542,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AG491SO5WFQ8X,Submitted,0% (0/0),0% (0/0),0% (0/0),127,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.463047998175
421,594,549,152,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A37P99M7Q997H0,Submitted,0% (0/0),0% (0/0),0% (0/0),56,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,20.9016889506234
427,580,547,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1X7AGD6437SO7,Submitted,0% (0/0),0% (0/0),0% (0/0),96,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.87984096063406
427,586,551,140,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A24RQYIDMV7OPK,Submitted,0% (0/0),0% (0/0),0% (0/0),34,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.0561259482725
426,577,543,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AEV683O8IY2VG,Submitted,0% (0/0),0% (0/0),0% (0/0),164,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.90957310754807
427,580,545,138,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AXHC7OMH8XE9U,Submitted,0% (0/0),0% (0/0),0% (0/0),29,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.47400846657482
478,484,446,435,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ABOYNA1UZZYTZ,Submitted,0% (0/0),0% (0/0),0% (0/0),80,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,419.80192348146
426,579,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ABOYNA1UZZYTZ,Submitted,0% (0/0),0% (0/0),0% (0/0),80,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.68633086539741
422,582,545,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,AIX7KS5LC7C7J,Submitted,0% (0/0),0% (0/0),0% (0/0),60,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.09496814778781
426,579,548,143,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1CINWYLYY8SGL,Submitted,0% (0/0),0% (0/0),0% (0/0),161,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.94233353849288
427,586,549,136,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1GOT0DXTYCM4E,Submitted,0% (0/0),0% (0/0),0% (0/0),67,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.1901397067271
425,579,563,134,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A2RLSRUHS830A7,Submitted,0% (0/0),0% (0/0),0% (0/0),19,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,27.9585033522533
431,587,549,146,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A9V3FN8FBJK0Z,Submitted,0% (0/0),0% (0/0),0% (0/0),80,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.8019134523915
430,582,545,144,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,ABTHKQ2QJWA6E,Submitted,0% (0/0),0% (0/0),0% (0/0),206,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.19805606382919
426,580,544,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A1XAFKGJBBH6S5,Submitted,0% (0/0),0% (0/0),0% (0/0),72,7,0,,,trackpad,,,,FALSE,FALSE,trackpad,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.02073791231193
427,581,545,145,3P7QK0GJ4W3ZOY1A9R0BSX6YA2TZ2D,3I6QNRBGCZ15BSXQIQRC1WJJE38CJH,$0.05,3600,A365LPN3R3J2HU,Submitted,0% (0/0),0% (0/0),0% (0/0),88,7,0,,,mouse,,,,FALSE,FALSE,mouse,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.66152279488339
