WorkerId,Treat,TimeInSeconds,Survey_Q1,Survey_Q2,BoundingBoxes,gt_label,gt_bottom,gt_top,gt_left,gt_right,gt_height,gt_width,label,bottom,top,left,right,height,width,gt_area,area,euclidean_score,iou_score
A3CQET3D3CGF34,0.0,291.0,4.0,2.0,"[{""height"":412,""label"":""Car 1"",""left"":132,""top"":115,""width"":819},{""height"":345,""label"":""Car 2"",""left"":1472,""top"":268,""width"":612},{""height"":352,""label"":""Car 3"",""left"":2449,""top"":263,""width"":679},{""height"":364,""label"":""Car 4"",""left"":294,""top"":1127,""width"":747},{""height"":313,""label"":""Car 5"",""left"":1459,""top"":1149,""width"":652},{""height"":342,""label"":""Car 6"",""left"":2172,""top"":1080,""width"":1044}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1422.0,1080.0,2172.0,3216.0,342.0,1044.0,362962.0,357048.0,6.0990195135927845,0.9837494099177727
A1Y2WZC4M1DWBM,0.0,951.0,4.0,2.0,"[{""height"":401,""label"":""Car 1"",""left"":130,""top"":129,""width"":825},{""height"":348,""label"":""Car 2"",""left"":1477,""top"":269,""width"":607},{""height"":354,""label"":""Car 3"",""left"":2449,""top"":262,""width"":682},{""height"":340,""label"":""Car 4"",""left"":294,""top"":1153,""width"":747},{""height"":309,""label"":""Car 5"",""left"":1459,""top"":1153,""width"":650},{""height"":345,""label"":""Car 6"",""left"":2167,""top"":1080,""width"":1048}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,530.0,129.0,130.0,955.0,401.0,825.0,341130.0,330825.0,14.91925977444875,0.9629429125264132
A1Y2WZC4M1DWBM,0.0,951.0,4.0,2.0,"[{""height"":401,""label"":""Car 1"",""left"":130,""top"":129,""width"":825},{""height"":348,""label"":""Car 2"",""left"":1477,""top"":269,""width"":607},{""height"":354,""label"":""Car 3"",""left"":2449,""top"":262,""width"":682},{""height"":340,""label"":""Car 4"",""left"":294,""top"":1153,""width"":747},{""height"":309,""label"":""Car 5"",""left"":1459,""top"":1153,""width"":650},{""height"":345,""label"":""Car 6"",""left"":2167,""top"":1080,""width"":1048}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,617.0,269.0,1477.0,2084.0,348.0,607.0,214286.0,211236.0,7.23606797749979,0.9857932636469222
A1Y2WZC4M1DWBM,0.0,951.0,4.0,2.0,"[{""height"":401,""label"":""Car 1"",""left"":130,""top"":129,""width"":825},{""height"":348,""label"":""Car 2"",""left"":1477,""top"":269,""width"":607},{""height"":354,""label"":""Car 3"",""left"":2449,""top"":262,""width"":682},{""height"":340,""label"":""Car 4"",""left"":294,""top"":1153,""width"":747},{""height"":309,""label"":""Car 5"",""left"":1459,""top"":1153,""width"":650},{""height"":345,""label"":""Car 6"",""left"":2167,""top"":1080,""width"":1048}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,616.0,262.0,2449.0,3131.0,354.0,682.0,239008.0,241428.0,7.82842712474619,0.9842209802978151
A1Y2WZC4M1DWBM,0.0,951.0,4.0,2.0,"[{""height"":401,""label"":""Car 1"",""left"":130,""top"":129,""width"":825},{""height"":348,""label"":""Car 2"",""left"":1477,""top"":269,""width"":607},{""height"":354,""label"":""Car 3"",""left"":2449,""top"":262,""width"":682},{""height"":340,""label"":""Car 4"",""left"":294,""top"":1153,""width"":747},{""height"":309,""label"":""Car 5"",""left"":1459,""top"":1153,""width"":650},{""height"":345,""label"":""Car 6"",""left"":2167,""top"":1080,""width"":1048}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1493.0,1153.0,294.0,1041.0,340.0,747.0,286867.0,253980.0,43.04648650006177,0.8856527777777777
A1Y2WZC4M1DWBM,0.0,951.0,4.0,2.0,"[{""height"":401,""label"":""Car 1"",""left"":130,""top"":129,""width"":825},{""height"":348,""label"":""Car 2"",""left"":1477,""top"":269,""width"":607},{""height"":354,""label"":""Car 3"",""left"":2449,""top"":262,""width"":682},{""height"":340,""label"":""Car 4"",""left"":294,""top"":1153,""width"":747},{""height"":309,""label"":""Car 5"",""left"":1459,""top"":1153,""width"":650},{""height"":345,""label"":""Car 6"",""left"":2167,""top"":1080,""width"":1048}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1462.0,1153.0,1459.0,2109.0,309.0,650.0,207669.0,200850.0,10.633758019665983,0.9643455372098588
A1Y2WZC4M1DWBM,0.0,951.0,4.0,2.0,"[{""height"":401,""label"":""Car 1"",""left"":130,""top"":129,""width"":825},{""height"":348,""label"":""Car 2"",""left"":1477,""top"":269,""width"":607},{""height"":354,""label"":""Car 3"",""left"":2449,""top"":262,""width"":682},{""height"":340,""label"":""Car 4"",""left"":294,""top"":1153,""width"":747},{""height"":309,""label"":""Car 5"",""left"":1459,""top"":1153,""width"":650},{""height"":345,""label"":""Car 6"",""left"":2167,""top"":1080,""width"":1048}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1425.0,1080.0,2167.0,3215.0,345.0,1048.0,362962.0,361560.0,6.47213595499958,0.9885984579209275
A1F70KXMOPC8KU,0.0,453.0,5.0,1.0,"[{""height"":403,""label"":""Car 1"",""left"":125,""top"":127,""width"":829},{""height"":352,""label"":""Car 2"",""left"":1475,""top"":266,""width"":610},{""height"":358,""label"":""Car 3"",""left"":2447,""top"":260,""width"":682},{""height"":345,""label"":""Car 4"",""left"":294,""top"":1152,""width"":749},{""height"":322,""label"":""Car 5"",""left"":1459,""top"":1142,""width"":651},{""height"":347,""label"":""Car 6"",""left"":2173,""top"":1076,""width"":1044}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,530.0,127.0,125.0,954.0,403.0,829.0,341130.0,334087.0,10.54400374531753,0.9747421178390349
A1F70KXMOPC8KU,0.0,453.0,5.0,1.0,"[{""height"":403,""label"":""Car 1"",""left"":125,""top"":127,""width"":829},{""height"":352,""label"":""Car 2"",""left"":1475,""top"":266,""width"":610},{""height"":358,""label"":""Car 3"",""left"":2447,""top"":260,""width"":682},{""height"":345,""label"":""Car 4"",""left"":294,""top"":1152,""width"":749},{""height"":322,""label"":""Car 5"",""left"":1459,""top"":1142,""width"":651},{""height"":347,""label"":""Car 6"",""left"":2173,""top"":1076,""width"":1044}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,618.0,266.0,1475.0,2085.0,352.0,610.0,214286.0,214720.0,5.39834563766817,0.9851070788592382
A1F70KXMOPC8KU,0.0,453.0,5.0,1.0,"[{""height"":403,""label"":""Car 1"",""left"":125,""top"":127,""width"":829},{""height"":352,""label"":""Car 2"",""left"":1475,""top"":266,""width"":610},{""height"":358,""label"":""Car 3"",""left"":2447,""top"":260,""width"":682},{""height"":345,""label"":""Car 4"",""left"":294,""top"":1152,""width"":749},{""height"":322,""label"":""Car 5"",""left"":1459,""top"":1142,""width"":651},{""height"":347,""label"":""Car 6"",""left"":2173,""top"":1076,""width"":1044}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,618.0,260.0,2447.0,3129.0,358.0,682.0,239008.0,244156.0,7.60555127546399,0.978967931907813
A1F70KXMOPC8KU,0.0,453.0,5.0,1.0,"[{""height"":403,""label"":""Car 1"",""left"":125,""top"":127,""width"":829},{""height"":352,""label"":""Car 2"",""left"":1475,""top"":266,""width"":610},{""height"":358,""label"":""Car 3"",""left"":2447,""top"":260,""width"":682},{""height"":345,""label"":""Car 4"",""left"":294,""top"":1152,""width"":749},{""height"":322,""label"":""Car 5"",""left"":1459,""top"":1142,""width"":651},{""height"":347,""label"":""Car 6"",""left"":2173,""top"":1076,""width"":1044}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1497.0,1152.0,294.0,1043.0,345.0,749.0,286867.0,258405.0,46.0,0.8814432989690721
A1F70KXMOPC8KU,0.0,453.0,5.0,1.0,"[{""height"":403,""label"":""Car 1"",""left"":125,""top"":127,""width"":829},{""height"":352,""label"":""Car 2"",""left"":1475,""top"":266,""width"":610},{""height"":358,""label"":""Car 3"",""left"":2447,""top"":260,""width"":682},{""height"":345,""label"":""Car 4"",""left"":294,""top"":1152,""width"":749},{""height"":322,""label"":""Car 5"",""left"":1459,""top"":1142,""width"":651},{""height"":347,""label"":""Car 6"",""left"":2173,""top"":1076,""width"":1044}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1464.0,1142.0,1459.0,2110.0,322.0,651.0,207669.0,209622.0,3.6502815398728847,0.9876917825105729
A1F70KXMOPC8KU,0.0,453.0,5.0,1.0,"[{""height"":403,""label"":""Car 1"",""left"":125,""top"":127,""width"":829},{""height"":352,""label"":""Car 2"",""left"":1475,""top"":266,""width"":610},{""height"":358,""label"":""Car 3"",""left"":2447,""top"":260,""width"":682},{""height"":345,""label"":""Car 4"",""left"":294,""top"":1152,""width"":749},{""height"":322,""label"":""Car 5"",""left"":1459,""top"":1142,""width"":651},{""height"":347,""label"":""Car 6"",""left"":2173,""top"":1076,""width"":1044}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1423.0,1076.0,2173.0,3217.0,347.0,1044.0,362962.0,362268.0,8.47213595499958,0.9754270953176895
A38GSW5JQW6NVB,0.0,286.0,4.0,2.0,"[{""height"":431,""label"":""Car 1"",""left"":117,""top"":115,""width"":834},{""height"":365,""label"":""Car 2"",""left"":1487,""top"":242,""width"":596},{""height"":364,""label"":""Car 3"",""left"":2435,""top"":249,""width"":706},{""height"":333,""label"":""Car 4"",""left"":288,""top"":1153,""width"":754},{""height"":347,""label"":""Car 5"",""left"":1462,""top"":1116,""width"":626},{""height"":352,""label"":""Car 6"",""left"":2174,""top"":1074,""width"":1028}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,546.0,115.0,117.0,951.0,431.0,834.0,341130.0,359454.0,21.4755757108489,0.946911378664865
A38GSW5JQW6NVB,0.0,286.0,4.0,2.0,"[{""height"":431,""label"":""Car 1"",""left"":117,""top"":115,""width"":834},{""height"":365,""label"":""Car 2"",""left"":1487,""top"":242,""width"":596},{""height"":364,""label"":""Car 3"",""left"":2435,""top"":249,""width"":706},{""height"":333,""label"":""Car 4"",""left"":288,""top"":1153,""width"":754},{""height"":347,""label"":""Car 5"",""left"":1462,""top"":1116,""width"":626},{""height"":352,""label"":""Car 6"",""left"":2174,""top"":1074,""width"":1028}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,607.0,242.0,1487.0,2083.0,365.0,596.0,214286.0,217540.0,44.20026103392475,0.879569445166658
A38GSW5JQW6NVB,0.0,286.0,4.0,2.0,"[{""height"":431,""label"":""Car 1"",""left"":117,""top"":115,""width"":834},{""height"":365,""label"":""Car 2"",""left"":1487,""top"":242,""width"":596},{""height"":364,""label"":""Car 3"",""left"":2435,""top"":249,""width"":706},{""height"":333,""label"":""Car 4"",""left"":288,""top"":1153,""width"":754},{""height"":347,""label"":""Car 5"",""left"":1462,""top"":1116,""width"":626},{""height"":352,""label"":""Car 6"",""left"":2174,""top"":1074,""width"":1028}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,613.0,249.0,2435.0,3141.0,364.0,706.0,239008.0,256984.0,31.891027820071503,0.9251164318704466
A38GSW5JQW6NVB,0.0,286.0,4.0,2.0,"[{""height"":431,""label"":""Car 1"",""left"":117,""top"":115,""width"":834},{""height"":365,""label"":""Car 2"",""left"":1487,""top"":242,""width"":596},{""height"":364,""label"":""Car 3"",""left"":2435,""top"":249,""width"":706},{""height"":333,""label"":""Car 4"",""left"":288,""top"":1153,""width"":754},{""height"":347,""label"":""Car 5"",""left"":1462,""top"":1116,""width"":626},{""height"":352,""label"":""Car 6"",""left"":2174,""top"":1074,""width"":1028}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1486.0,1153.0,288.0,1042.0,333.0,754.0,286867.0,251082.0,52.23117079250602,0.8626294809726762
A38GSW5JQW6NVB,0.0,286.0,4.0,2.0,"[{""height"":431,""label"":""Car 1"",""left"":117,""top"":115,""width"":834},{""height"":365,""label"":""Car 2"",""left"":1487,""top"":242,""width"":596},{""height"":364,""label"":""Car 3"",""left"":2435,""top"":249,""width"":706},{""height"":333,""label"":""Car 4"",""left"":288,""top"":1153,""width"":754},{""height"":347,""label"":""Car 5"",""left"":1462,""top"":1116,""width"":626},{""height"":352,""label"":""Car 6"",""left"":2174,""top"":1074,""width"":1028}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1463.0,1116.0,1462.0,2088.0,347.0,626.0,207669.0,217222.0,38.235341863986875,0.8870183380784806
A38GSW5JQW6NVB,0.0,286.0,4.0,2.0,"[{""height"":431,""label"":""Car 1"",""left"":117,""top"":115,""width"":834},{""height"":365,""label"":""Car 2"",""left"":1487,""top"":242,""width"":596},{""height"":364,""label"":""Car 3"",""left"":2435,""top"":249,""width"":706},{""height"":333,""label"":""Car 4"",""left"":288,""top"":1153,""width"":754},{""height"":347,""label"":""Car 5"",""left"":1462,""top"":1116,""width"":626},{""height"":352,""label"":""Car 6"",""left"":2174,""top"":1074,""width"":1028}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1426.0,1074.0,2174.0,3202.0,352.0,1028.0,362962.0,361856.0,19.31777208157189,0.9636547647963728
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,576.0,80.0,112.0,1003.0,496.0,891.0,341130.0,441936.0,108.6479289463758,0.7722839277819382
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,630.0,170.0,1463.0,2085.0,460.0,622.0,214286.0,286120.0,113.81649020885483,0.7473404902748363
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,631.0,180.0,2428.0,3149.0,451.0,721.0,239008.0,325171.0,110.65964418215074,0.7355428627460594
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1514.0,1090.0,248.0,1077.0,424.0,829.0,286867.0,351496.0,90.01295336571417,0.8164422395464209
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1478.0,1090.0,1464.0,2113.0,388.0,649.0,207669.0,251812.0,69.56119904068521,0.8159603352614804
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1009.0,991.0,2230.0,2239.0,18.0,9.0,362962.0,162.0,1404.1845820811948,-999.0
A6CRN4DPFMBCF,0.0,240.0,4.0,1.0,"[{""height"":496,""label"":""Car 1"",""left"":112,""top"":80,""width"":891},{""height"":460,""label"":""Car 2"",""left"":1463,""top"":170,""width"":622},{""height"":451,""label"":""Car 3"",""left"":2428,""top"":180,""width"":721},{""height"":424,""label"":""Car 4"",""left"":248,""top"":1090,""width"":829},{""height"":388,""label"":""Car 5"",""left"":1464,""top"":1090,""width"":649},{""height"":18,""label"":""Car 6"",""left"":2230,""top"":991,""width"":9},{""height"":379,""label"":""Car 6"",""left"":2175,""top"":1045,""width"":1036}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1424.0,1045.0,2175.0,3211.0,379.0,1036.0,362962.0,392644.0,40.510561809129406,0.8929592088875355
A2QW8WI6RPEJU8,0.0,255.0,4.0,1.0,"[{""height"":397,""label"":""Car 1"",""left"":129,""top"":136,""width"":824},{""height"":322,""label"":""Car 2"",""left"":1481,""top"":268,""width"":603},{""height"":351,""label"":""Car 3"",""left"":2449,""top"":265,""width"":675},{""height"":331,""label"":""Car 4"",""left"":293,""top"":1156,""width"":752},{""height"":315,""label"":""Car 5"",""left"":1457,""top"":1149,""width"":645},{""height"":339,""label"":""Car 6"",""left"":2171,""top"":1087,""width"":1043}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,533.0,136.0,129.0,953.0,397.0,824.0,341130.0,327128.0,17.657710405180044,0.9567698456691076
A2QW8WI6RPEJU8,0.0,255.0,4.0,1.0,"[{""height"":397,""label"":""Car 1"",""left"":129,""top"":136,""width"":824},{""height"":322,""label"":""Car 2"",""left"":1481,""top"":268,""width"":603},{""height"":351,""label"":""Car 3"",""left"":2449,""top"":265,""width"":675},{""height"":331,""label"":""Car 4"",""left"":293,""top"":1156,""width"":752},{""height"":315,""label"":""Car 5"",""left"":1457,""top"":1149,""width"":645},{""height"":339,""label"":""Car 6"",""left"":2171,""top"":1087,""width"":1043}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,590.0,268.0,1481.0,2084.0,322.0,603.0,214286.0,194166.0,30.460498941515414,0.9063507549361208
A2QW8WI6RPEJU8,0.0,255.0,4.0,1.0,"[{""height"":397,""label"":""Car 1"",""left"":129,""top"":136,""width"":824},{""height"":322,""label"":""Car 2"",""left"":1481,""top"":268,""width"":603},{""height"":351,""label"":""Car 3"",""left"":2449,""top"":265,""width"":675},{""height"":331,""label"":""Car 4"",""left"":293,""top"":1156,""width"":752},{""height"":315,""label"":""Car 5"",""left"":1457,""top"":1149,""width"":645},{""height"":339,""label"":""Car 6"",""left"":2171,""top"":1087,""width"":1043}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,616.0,265.0,2449.0,3124.0,351.0,675.0,239008.0,236925.0,6.433978400210179,0.9801484721946047
A2QW8WI6RPEJU8,0.0,255.0,4.0,1.0,"[{""height"":397,""label"":""Car 1"",""left"":129,""top"":136,""width"":824},{""height"":322,""label"":""Car 2"",""left"":1481,""top"":268,""width"":603},{""height"":351,""label"":""Car 3"",""left"":2449,""top"":265,""width"":675},{""height"":331,""label"":""Car 4"",""left"":293,""top"":1156,""width"":752},{""height"":315,""label"":""Car 5"",""left"":1457,""top"":1149,""width"":645},{""height"":339,""label"":""Car 6"",""left"":2171,""top"":1087,""width"":1043}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1487.0,1156.0,293.0,1045.0,331.0,752.0,286867.0,248912.0,52.12622026318357,0.8616036208113607
A2QW8WI6RPEJU8,0.0,255.0,4.0,1.0,"[{""height"":397,""label"":""Car 1"",""left"":129,""top"":136,""width"":824},{""height"":322,""label"":""Car 2"",""left"":1481,""top"":268,""width"":603},{""height"":351,""label"":""Car 3"",""left"":2449,""top"":265,""width"":675},{""height"":331,""label"":""Car 4"",""left"":293,""top"":1156,""width"":752},{""height"":315,""label"":""Car 5"",""left"":1457,""top"":1149,""width"":645},{""height"":339,""label"":""Car 6"",""left"":2171,""top"":1087,""width"":1043}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1464.0,1149.0,1457.0,2102.0,315.0,645.0,207669.0,203175.0,13.45790780115538,0.963440215762661
A2QW8WI6RPEJU8,0.0,255.0,4.0,1.0,"[{""height"":397,""label"":""Car 1"",""left"":129,""top"":136,""width"":824},{""height"":322,""label"":""Car 2"",""left"":1481,""top"":268,""width"":603},{""height"":351,""label"":""Car 3"",""left"":2449,""top"":265,""width"":675},{""height"":331,""label"":""Car 4"",""left"":293,""top"":1156,""width"":752},{""height"":315,""label"":""Car 5"",""left"":1457,""top"":1149,""width"":645},{""height"":339,""label"":""Car 6"",""left"":2171,""top"":1087,""width"":1043}]",Car 6,1427.0,1080.0,2171.0,3217.0,347.0,1046.0,Car 6,1426.0,1087.0,2171.0,3214.0,339.0,1043.0,362962.0,353577.0,8.615773105863909,0.9742120343839542
A3C81THYYSBGVD,0.0,212.0,4.0,2.0,"[{""height"":405,""label"":""Car 1"",""left"":134,""top"":134,""width"":821},{""height"":329,""label"":""Car 2"",""left"":1475,""top"":268,""width"":613},{""height"":387,""label"":""Car 3"",""left"":2447,""top"":227,""width"":681},{""height"":7,""label"":""Car 3"",""left"":3084,""top"":439,""width"":46},{""height"":332,""label"":""Car 4"",""left"":285,""top"":1157,""width"":758},{""height"":323,""label"":""Car 5"",""left"":1451,""top"":1143,""width"":654},{""height"":343,""label"":""Car 6"",""left"":2169,""top"":1076,""width"":1042}]",Car 1,538.0,127.0,122.0,952.0,411.0,830.0,Car 1,539.0,134.0,134.0,955.0,405.0,821.0,341130.0,332505.0,19.657367684656204,0.9630845883818367
A3C81THYYSBGVD,0.0,212.0,4.0,2.0,"[{""height"":405,""label"":""Car 1"",""left"":134,""top"":134,""width"":821},{""height"":329,""label"":""Car 2"",""left"":1475,""top"":268,""width"":613},{""height"":387,""label"":""Car 3"",""left"":2447,""top"":227,""width"":681},{""height"":7,""label"":""Car 3"",""left"":3084,""top"":439,""width"":46},{""height"":332,""label"":""Car 4"",""left"":285,""top"":1157,""width"":758},{""height"":323,""label"":""Car 5"",""left"":1451,""top"":1143,""width"":654},{""height"":343,""label"":""Car 6"",""left"":2169,""top"":1076,""width"":1042}]",Car 2,617.0,268.0,1472.0,2086.0,349.0,614.0,Car 2,597.0,268.0,1475.0,2088.0,329.0,613.0,214286.0,201677.0,22.223748416156685,0.9353897457273864
A3C81THYYSBGVD,0.0,212.0,4.0,2.0,"[{""height"":405,""label"":""Car 1"",""left"":134,""top"":134,""width"":821},{""height"":329,""label"":""Car 2"",""left"":1475,""top"":268,""width"":613},{""height"":387,""label"":""Car 3"",""left"":2447,""top"":227,""width"":681},{""height"":7,""label"":""Car 3"",""left"":3084,""top"":439,""width"":46},{""height"":332,""label"":""Car 4"",""left"":285,""top"":1157,""width"":758},{""height"":323,""label"":""Car 5"",""left"":1451,""top"":1143,""width"":654},{""height"":343,""label"":""Car 6"",""left"":2169,""top"":1076,""width"":1042}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,614.0,227.0,2447.0,3128.0,387.0,681.0,239008.0,263547.0,35.05709628591621,0.9071257973818666
A3C81THYYSBGVD,0.0,212.0,4.0,2.0,"[{""height"":405,""label"":""Car 1"",""left"":134,""top"":134,""width"":821},{""height"":329,""label"":""Car 2"",""left"":1475,""top"":268,""width"":613},{""height"":387,""label"":""Car 3"",""left"":2447,""top"":227,""width"":681},{""height"":7,""label"":""Car 3"",""left"":3084,""top"":439,""width"":46},{""height"":332,""label"":""Car 4"",""left"":285,""top"":1157,""width"":758},{""height"":323,""label"":""Car 5"",""left"":1451,""top"":1143,""width"":654},{""height"":343,""label"":""Car 6"",""left"":2169,""top"":1076,""width"":1042}]",Car 3,614.0,262.0,2447.0,3126.0,352.0,679.0,Car 3,446.0,439.0,3084.0,3130.0,7.0,46.0,239008.0,322.0,835.8266428329839,0.001432903462294645
A3C81THYYSBGVD,0.0,212.0,4.0,2.0,"[{""height"":405,""label"":""Car 1"",""left"":134,""top"":134,""width"":821},{""height"":329,""label"":""Car 2"",""left"":1475,""top"":268,""width"":613},{""height"":387,""label"":""Car 3"",""left"":2447,""top"":227,""width"":681},{""height"":7,""label"":""Car 3"",""left"":3084,""top"":439,""width"":46},{""height"":332,""label"":""Car 4"",""left"":285,""top"":1157,""width"":758},{""height"":323,""label"":""Car 5"",""left"":1451,""top"":1143,""width"":654},{""height"":343,""label"":""Car 6"",""left"":2169,""top"":1076,""width"":1042}]",Car 4,1493.0,1110.0,294.0,1043.0,383.0,749.0,Car 4,1489.0,1157.0,285.0,1043.0,332.0,758.0,286867.0,251656.0,56.8488578017961,0.8582562706832029
A3C81THYYSBGVD,0.0,212.0,4.0,2.0,"[{""height"":405,""label"":""Car 1"",""left"":134,""top"":134,""width"":821},{""height"":329,""label"":""Car 2"",""left"":1475,""top"":268,""width"":613},{""height"":387,""label"":""Car 3"",""left"":2447,""top"":227,""width"":681},{""height"":7,""label"":""Car 3"",""left"":3084,""top"":439,""width"":46},{""height"":332,""label"":""Car 4"",""left"":285,""top"":1157,""width"":758},{""height"":323,""label"":""Car 5"",""left"":1451,""top"":1143,""width"":654},{""height"":343,""label"":""Car 6"",""left"":2169,""top"":1076,""width"":1042}]",Car 5,1463.0,1144.0,1460.0,2111.0,319.0,651.0,Car 5,1466.0,1143.0,1451.0,2105.0,323.0,654.0,207669.0,211242.0,15.569595510803357,0.9653497711777342
