top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,ImageId,in_treatment,bound_size,bounding_box_score
426,581,544,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A31NP5WU0L8DCP,Submitted,0% (0/0),0% (0/0),0% (0/0),46,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.73990475974505
426,577,556,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1MC0BY7KGCRZS,Submitted,0% (0/0),0% (0/0),0% (0/0),94,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.8578598288369
420,585,549,136,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A36DY6PXFWXN2Y,Submitted,0% (0/0),0% (0/0),0% (0/0),318,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.2936207476899
426,595,543,148,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2S0LOX8JRWU0L,Submitted,0% (0/0),0% (0/0),0% (0/0),26,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.3353108092494
423,584,548,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A16NIX92R79RAO,Submitted,0% (0/0),0% (0/0),0% (0/0),36,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.50185077162009
423,584,547,136,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2B6374OK8RXI9,Submitted,0% (0/0),0% (0/0),0% (0/0),30,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.5110536432384
413,583,544,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1540UBS9SMV3Q,Submitted,0% (0/0),0% (0/0),0% (0/0),25,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.6050285578692
429,580,545,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1JCKICNOC7DAB,Submitted,0% (0/0),0% (0/0),0% (0/0),51,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.83599124541011
427,577,545,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,ASN25PIODXIPJ,Submitted,100% (1/1),100% (1/1),100% (1/1),22,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.34466979677912
426,576,546,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A34Q08YAF6RHXL,Submitted,0% (0/0),0% (0/0),0% (0/0),16,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.68068547245367
379,597,560,122,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2OI9V9BWS7YBN,Submitted,0% (0/0),0% (0/0),0% (0/0),79,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,74.2372382284694
425,588,545,154,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A266VDFWYCU5QI,Submitted,0% (0/0),0% (0/0),0% (0/0),24,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.7989796858564
426,582,546,144,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A16812NFVA7I2N,Submitted,0% (0/0),0% (0/0),0% (0/0),87,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.60586039962542
426,583,546,147,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2341KCW7BI2NS,Submitted,0% (0/0),0% (0/0),0% (0/0),28,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.5718584100916
427,580,543,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AAJIXEBUHIA0V,Submitted,0% (0/0),0% (0/0),0% (0/0),35,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.2420537015923
428,574,542,150,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3L621AIS65HA0,Submitted,0% (0/0),0% (0/0),0% (0/0),32,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.4409562424374
423,579,547,148,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AAO3E09KUF9ZB,Submitted,0% (0/0),0% (0/0),0% (0/0),51,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.61580555086033
428,580,541,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A329P87UEPN1UV,Submitted,0% (0/0),0% (0/0),0% (0/0),37,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.32912308562333
425,584,546,139,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1SV5PTXXGHUQG,Submitted,0% (0/0),0% (0/0),0% (0/0),44,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.9804854868058
424,581,545,142,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1QXU4Q3CK75FK,Submitted,100% (1/1),100% (1/1),100% (1/1),43,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1.72000000000003
426,580,543,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AT9UG11XAEDZL,Submitted,0% (0/0),0% (0/0),0% (0/0),42,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.40947410382735
428,581,545,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3AG3WP77JFG1T,Submitted,0% (0/0),0% (0/0),0% (0/0),17,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.37616732719145
426,581,544,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,ALNRQ5KMWQGKA,Submitted,0% (0/0),0% (0/0),0% (0/0),29,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.45990475974508
409,583,548,133,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A131J6DG2QEGSJ,Submitted,0% (0/0),0% (0/0),0% (0/0),41,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,25.9229985650789
426,581,545,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1T6C48OUKTCGC,Submitted,0% (0/0),0% (0/0),0% (0/0),22,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.67214172734088
425,584,547,136,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2VLOL5DA4M2T1,Submitted,0% (0/0),0% (0/0),0% (0/0),21,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.5110536432384
428,579,541,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A24E3S2PV0R8Q2,Submitted,0% (0/0),0% (0/0),0% (0/0),32,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.44043166039735
429,573,540,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A60RSK9DY4R2O,Submitted,0% (0/0),0% (0/0),0% (0/0),70,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,15.2456065524319
430,579,542,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1R2NTM5O5UABI,Submitted,0% (0/0),0% (0/0),0% (0/0),42,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.14154624185122
421,583,548,151,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3GGSTHV5SSA0P,Submitted,0% (0/0),0% (0/0),0% (0/0),24,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.4018404750294
428,580,546,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3O5DCGZE1T61D,Submitted,0% (0/0),0% (0/0),0% (0/0),30,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.14571184905035
425,582,545,144,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1VMPZVVVZUCS4,Submitted,0% (0/0),0% (0/0),0% (0/0),163,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.25009218681938
541,546,327,304,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A22IPKDKHD7UDN,Submitted,0% (0/0),0% (0/0),0% (0/0),61,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,411.50413300936
430,582,543,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A22IPKDKHD7UDN,Submitted,0% (0/0),0% (0/0),0% (0/0),61,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,8.14092961484138
395,512,157,140,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2A16D2WKN1TXB,Submitted,0% (0/0),0% (0/0),0% (0/0),27,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,457.80501605583
406,591,597,158,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2A16D2WKN1TXB,Submitted,0% (0/0),0% (0/0),0% (0/0),27,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,73.0969290948464
416,603,558,141,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A16J2CW30USNJI,Submitted,0% (0/0),0% (0/0),0% (0/0),25,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,37.6982973153311
425,581,543,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3SBNJPZS7E2AX,Submitted,0% (0/0),0% (0/0),0% (0/0),22,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,2.28083315256688
426,580,546,141,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2482SLAY120J2,Submitted,0% (0/0),0% (0/0),0% (0/0),46,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.9817177282291
427,581,544,144,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2SSYBUT9ZM0G9,Submitted,0% (0/0),0% (0/0),0% (0/0),467,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.70750713120604
427,583,544,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AX8050LKIGG1Y,Submitted,0% (0/0),0% (0/0),0% (0/0),36,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.6539332368584
426,580,544,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2MJPD3LC12OBW,Submitted,0% (0/0),0% (0/0),0% (0/0),45,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.92295275792008
414,584,563,139,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AOGNIEJWXIERU,Submitted,0% (0/0),0% (0/0),0% (0/0),25,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,26.1990975842843
431,582,551,150,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1FFXLT2HCBY9U,Submitted,0% (0/0),0% (0/0),0% (0/0),2588,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.1726588674759
425,585,550,154,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,ACBVM2QS8Q4NT,Submitted,0% (0/0),0% (0/0),0% (0/0),95,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.8195257437594
428,575,542,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1HDYTLK36Y0G5,Submitted,0% (0/0),0% (0/0),0% (0/0),70,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.8034513536968
425,588,540,141,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3QWZDE3PJ2C6S,Submitted,0% (0/0),0% (0/0),0% (0/0),44,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.1336595116126
429,581,541,151,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A28KOHY6EZ23GI,Submitted,0% (0/0),0% (0/0),0% (0/0),33,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,13.8246261002586
426,584,548,144,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1DXYZ9EW2R6DT,Submitted,0% (0/0),0% (0/0),0% (0/0),174,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,6.97769894235804
419,586,552,136,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A378YQ0F8382VY,Submitted,0% (0/0),0% (0/0),0% (0/0),18,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.7954600952041
429,579,544,147,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AYKFEI11WIR7H,Submitted,0% (0/0),0% (0/0),0% (0/0),79,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.19405736515387
431,580,540,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A289KSUOEUYCS7,Submitted,0% (0/0),0% (0/0),0% (0/0),45,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.46101670169203
430,580,544,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1E5SYFT1FA3J7,Submitted,0% (0/0),0% (0/0),0% (0/0),202,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.95486994396945
425,580,549,141,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3P9EYN08NPLG4,Submitted,0% (0/0),0% (0/0),0% (0/0),77,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.03633223383832
421,588,552,134,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A19FK7GYFAQ7G9,Submitted,0% (0/0),0% (0/0),0% (0/0),67,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,19.6359414996603
422,574,551,151,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A30KX4LHIEYFGI,Submitted,0% (0/0),0% (0/0),0% (0/0),49,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,17.028983644218
427,582,545,143,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1LVYEU1MRRDID,Submitted,0% (0/0),0% (0/0),0% (0/0),51,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.08434921533032
406,579,545,148,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1VJKHO9V2TVFJ,Submitted,0% (0/0),0% (0/0),0% (0/0),30,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,23.0562820959562
425,581,545,144,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2CYH1LBV3ARMW,Submitted,0% (0/0),0% (0/0),0% (0/0),96,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,1.7028264204469
426,580,544,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,ARSVOG8Y3NY23,Submitted,0% (0/0),0% (0/0),0% (0/0),103,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.02073791231193
371,678,826,63,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2KNZ93AA71VME,Submitted,0% (0/0),0% (0/0),0% (0/0),23,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,412.271519465788
431,579,544,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2N887KY7OGA4C,Submitted,0% (0/0),0% (0/0),0% (0/0),70,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.3412349027359
423,581,546,142,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1I8EWT2DMNAKU,Submitted,0% (0/0),0% (0/0),0% (0/0),56,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,3.04807582768076
419,580,549,138,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AQA4AX0RCRPSV,Submitted,0% (0/0),0% (0/0),0% (0/0),53,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.0864588401629
429,580,547,140,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3PRFA3M7OSCT5,Submitted,0% (0/0),0% (0/0),0% (0/0),85,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,9.03463078411778
426,575,547,139,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1ZB2OELU4HJU2,Submitted,0% (0/0),0% (0/0),0% (0/0),42,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,10.5103226988809
,,,,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1OJ8IJAEIWL9T,Submitted,0% (0/0),0% (0/0),0% (0/0),172,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,
426,581,543,146,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3AA5G6HENO6VJ,Submitted,0% (0/0),0% (0/0),0% (0/0),79,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,5.22642610565233
419,588,557,137,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A129GA7DAJESE2,Submitted,0% (0/0),0% (0/0),0% (0/0),179,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,22.7908065294722
415,578,546,142,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A3RZYPH790GE1G,Submitted,0% (0/0),0% (0/0),0% (0/0),43,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,12.396048664283
430,582,544,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2HX1MQAFJZ6KK,Submitted,0% (0/0),0% (0/0),0% (0/0),61,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.95486994396945
420,578,546,142,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A2EARNRMFJOSIY,Submitted,0% (0/0),0% (0/0),0% (0/0),23,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,7.51875179664993
381,631,589,113,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1FZU4TRXH575O,Submitted,0% (0/0),0% (0/0),0% (0/0),14,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,120.275885407993
430,589,553,131,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,AE3C6TFAC5A4K,Submitted,0% (0/0),0% (0/0),0% (0/0),20,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,25.0133647464733
426,574,543,134,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A21L0DMOM4RE0U,Submitted,0% (0/0),0% (0/0),0% (0/0),23,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,14.2744370570504
428,577,546,126,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1FNXSAI2PJ024,Submitted,0% (0/0),0% (0/0),0% (0/0),22,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,22.0397488896676
423,578,545,141,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A1V354P8Y69WRH,Submitted,0% (0/0),0% (0/0),0% (0/0),34,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,4.87984096063406
414,581,534,145,3UEBBGULQI623TJCRZGAVOL8HK2FUZ,3U20ZGNLAS4MWP22HDXQICWS88DD74,$0.02,3600,A7G6TFAYTV2FC,Submitted,0% (0/0),0% (0/0),0% (0/0),65,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/116257e7260fdb51.jpg,0,63188.63825472,16.2416985313353
