top,bottom,right,left,HITId,HITTypeId,Reward,AssignmentDurationInSeconds,WorkerId,AssignmentStatus,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,WorkTimeInSeconds,ImageId,in_treatment,bounding_box_score
606,741,818,532,3SX4X51T93RCUXI7KXI9IHIS2HWOAB,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),4,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/118ae565963194f2.jpg,0,34.5662151033011
376,476,753,556,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AV1GWUIPHJY7Q,Submitted,0% (0/0),0% (0/0),0% (0/0),155,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,7.8698868167237
372,477,754,554,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2ZY1BYHGB34W5,Submitted,0% (0/0),0% (0/0),0% (0/0),334,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,11.8589077768578
371,482,763,553,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),7,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,17.3102150363868
372,476,760,556,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),14,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,15.8866164888571
373,477,752,553,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),373,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,11.3571633363813
376,476,752,556,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1O4AAQX2KCD3N,Submitted,0% (0/0),0% (0/0),0% (0/0),30,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,8.14988681672367
355,488,759,557,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),23,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,27.229530133582
374,476,752,556,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),239,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,9.60979157646875
374,478,778,544,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMMUQ5FYIZ1GQ,Submitted,0% (0/0),0% (0/0),0% (0/0),401,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,40.984751241446
370,463,740,560,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3720E38DB4LL7,Submitted,0% (0/0),0% (0/0),0% (0/0),13,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,34.0326871515967
377,478,749,559,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A37WQHTSP4WWK3,Submitted,0% (0/0),0% (0/0),0% (0/0),396,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,8.78269809902823
384,476,756,527,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3DB4V3R2RXTKU,Submitted,0% (0/0),0% (0/0),0% (0/0),414,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,41.1601598049213
375,477,751,556,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1Y0ABOUJUMCWW,Submitted,0% (0/0),0% (0/0),0% (0/0),37,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,8.50857935289973
375,476,751,557,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1NCO5A4JYHGKQ,Submitted,0% (0/0),0% (0/0),0% (0/0),29,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,9.1290506853554
365,486,754,559,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),70,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,14.0967922103759
333,499,766,527,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),19,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,80.5545224304877
375,477,752,557,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2FJ8YQ6VHGD2L,Submitted,0% (0/0),0% (0/0),0% (0/0),207,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,7.42893221052022
370,480,754,552,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1FPCIKO68OQ63,Submitted,0% (0/0),0% (0/0),0% (0/0),52,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,13.5114419486155
374,477,752,556,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AGJTTK50503VZ,Submitted,0% (0/0),0% (0/0),0% (0/0),154,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,8.68765096007794
359,494,800,521,3LG268AV4BOIHNRZSU1Z8VDOYJEER5,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AWITQJV4D1QA4,Submitted,0% (0/0),0% (0/0),0% (0/0),13,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11a5ec59de4bf422.jpg,0,89.6098804604264
320,529,531,183,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),13,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,58.3641432226834
360,524,524,199,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),537,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,6.02445294362104
362,520,521,201,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A30DUC2L6BI0D5,Submitted,0% (0/0),0% (0/0),0% (0/0),24,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,5.20616697044377
349,518,521,211,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3AFGG80UCEYNA,Submitted,0% (0/0),0% (0/0),0% (0/0),213,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,22.2026578104001
342,520,518,190,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2JKM9ZTUWHVPF,Submitted,100% (1/1),100% (1/1),100% (1/1),112,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,26.5607762385118
362,519,520,200,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3NBJ2WSWYJPWY,Submitted,0% (0/0),0% (0/0),0% (0/0),36,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,5.13022642309188
349,528,522,202,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),320,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,18.5329206169537
341,517,540,203,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),239,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,30.254765941466
361,518,521,201,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),284,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,5.15349627252319
359,514,516,208,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3DB4V3R2RXTKU,Submitted,0% (0/0),0% (0/0),0% (0/0),46,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,17.0233946417629
364,508,516,174,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AI293TGSIILE,Submitted,0% (0/0),0% (0/0),0% (0/0),36,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,35.7630146140222
348,518,522,204,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AEDNG2VYAA8NX,Submitted,0% (0/0),0% (0/0),0% (0/0),7,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,16.3506642425817
352,535,557,164,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1L89JD0FAS0Q,Submitted,0% (0/0),0% (0/0),0% (0/0),7,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,73.5734630601056
362,522,522,200,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1Y0ABOUJUMCWW,Submitted,0% (0/0),0% (0/0),0% (0/0),31,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,5.2280526287742
363,520,520,200,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1NCO5A4JYHGKQ,Submitted,0% (0/0),0% (0/0),0% (0/0),45,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,5.54449561020622
361,522,524,198,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AJY5G987IRT25,Submitted,0% (0/0),0% (0/0),0% (0/0),15,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,4.91837257743232
362,521,523,201,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2WTDVHVVORNDU,Submitted,0% (0/0),0% (0/0),0% (0/0),63,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,5.29513338773757
348,508,520,200,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),18,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,23.2640948550818
331,515,531,185,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMMUQ5FYIZ1GQ,Submitted,0% (0/0),0% (0/0),0% (0/0),430,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,44.242074373414
356,532,532,184,3LN3BXKGD3DL9X4CXJ1TVX6H3E8WG7,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),6,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11b13f14591a1541.jpg,0,29.4512847856643
155,539,991,127,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AI293TGSIILE,Submitted,0% (0/0),0% (0/0),0% (0/0),32,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,45.5491874537273
157,567,995,153,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,ABBMKMTKDC065,Submitted,0% (0/0),0% (0/0),0% (0/0),22,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,22.5400983758718
129,575,1015,151,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMMUQ5FYIZ1GQ,Submitted,0% (0/0),0% (0/0),0% (0/0),180,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,37.6392000687769
175,181,170,151,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3AFGG80UCEYNA,Submitted,0% (0/0),0% (0/0),0% (0/0),190,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,1206.13903067879
159,552,1003,134,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3AFGG80UCEYNA,Submitted,0% (0/0),0% (0/0),0% (0/0),190,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,36.4546186207433
146,572,1003,138,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2H75L5IY3FR41,Submitted,0% (0/0),0% (0/0),0% (0/0),269,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,24.9049327975423
119,568,1000,143,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),8,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,34.1655036698941
127,576,1004,129,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2ZZW6KME1FUDU,Submitted,0% (0/0),0% (0/0),0% (0/0),876,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,43.4994935787298
125,601,1008,90,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2JKM9ZTUWHVPF,Submitted,100% (1/1),100% (1/1),100% (1/1),98,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,93.5366845029187
171,557,992,128,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3DB4V3R2RXTKU,Submitted,0% (0/0),0% (0/0),0% (0/0),83,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,51.9440010905125
153,562,999,143,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),96,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,18.9504706056891
156,569,1002,146,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),350,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,25.0669173461249
141,570,1008,146,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1FPCIKO68OQ63,Submitted,0% (0/0),0% (0/0),0% (0/0),35,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,22.4885215491789
157,561,1024,95,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),16,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,86.7514941257186
117,563,998,137,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),284,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,38.7778804901802
138,554,1012,150,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),45,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,22.0404954705698
136,579,1007,145,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),1264,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,31.8632237505384
156,561,997,114,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1SM0IKQ4OTSCI,Submitted,0% (0/0),0% (0/0),0% (0/0),65,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,50.4233874873116
125,560,996,152,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2FJ8YQ6VHGD2L,Submitted,0% (0/0),0% (0/0),0% (0/0),187,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,18.6067751205218
150,580,1001,130,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A255Z4TRTBZLKV,Submitted,0% (0/0),0% (0/0),0% (0/0),18,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,37.7571157717046
140,557,1001,151,3D5G8J4N6DMCZDQDR9V48E2SMZETV3,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2FZ88OU42EFC8,Submitted,0% (0/0),0% (0/0),0% (0/0),333,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11ca5d6eb7a78462.jpg,0,8.00212351444175
227,380,757,426,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3DB4V3R2RXTKU,Submitted,0% (0/0),0% (0/0),0% (0/0),430,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,36.7201819443454
179,387,760,402,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2AZEEKX5O8J4N,Submitted,0% (0/0),0% (0/0),0% (0/0),311,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,50.7798078934433
211,396,772,399,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AE2N5QUSIL9JE,Submitted,0% (0/0),0% (0/0),0% (0/0),8,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,21.4328229590049
219,383,762,429,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3720E38DB4LL7,Submitted,0% (0/0),0% (0/0),0% (0/0),12,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,31.4561315998853
214,390,760,415,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3UXXT6KP7MIRG,Submitted,0% (0/0),0% (0/0),0% (0/0),927,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,19.5041811153589
210,386,772,416,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1G85JMLZY7B28,Submitted,0% (0/0),0% (0/0),0% (0/0),241,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,15.6649027419987
210,407,768,394,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A2JKM9ZTUWHVPF,Submitted,100% (1/1),100% (1/1),100% (1/1),278,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,34.9286920027421
211,389,767,389,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A10HVCH6Y0N7SJ,Submitted,0% (0/0),0% (0/0),0% (0/0),17,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,31.7136622057426
223,380,758,419,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A30N5H4N4C22N8,Submitted,0% (0/0),0% (0/0),0% (0/0),111,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,28.8190555351909
218,390,762,416,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3G0UTSYPCMFBU,Submitted,0% (0/0),0% (0/0),0% (0/0),367,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,17.6486015592056
225,380,753,426,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A37WQHTSP4WWK3,Submitted,0% (0/0),0% (0/0),0% (0/0),370,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,39.7584275478173
220,382,758,416,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1NCO5A4JYHGKQ,Submitted,0% (0/0),0% (0/0),0% (0/0),45,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,24.8568801729574
219,390,762,415,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,AMO9QDNF1R150,Submitted,0% (0/0),0% (0/0),0% (0/0),16,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,16.6239078938648
221,384,758,416,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A1ULHXPHPJRQVZ,Submitted,0% (0/0),0% (0/0),0% (0/0),18,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,23.5138209013472
213,403,771,377,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A3RD75HSSMVHKM,Submitted,0% (0/0),0% (0/0),0% (0/0),15,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,42.6723202739516
210,390,771,418,3RTFSSG7UBO1VPID8AY98PBPZVULW2,3AKE04YHPRJMSFDAM48Z0H4PATIZHQ,$0.02,3600,A255Z4TRTBZLKV,Submitted,0% (0/0),0% (0/0),0% (0/0),15,https://kstonedev.s3-us-west-2.amazonaws.com/W241/openimages/11cbd39c3b7f1cb0.jpg,0,17.2378598429431
